ENTREZ_GENE_ID,INCHIKEY_DESALT,CANONICAL_SMILES_DESALT,RESULT_VALUE_min,dataset,PDB_CODE,PKL,pair,cv1|cvset,cv1|tthresh,cv1|cthresh,cv1|source,cv2|cvset,cv2|tthresh,cv2|cthresh,cv2|source,cv3|cvset,cv3|tthresh,cv3|cthresh,cv3|source,cv4|cvset,cv4|tthresh,cv4|cthresh,cv4|source,cv5|cvset,cv5|tthresh,cv5|cthresh,cv5|source,status,metal_lgd,ligand,hdf_id
Q5EP31,4bh3,OC[C@H]([C@H]([C@@H]1O[C@](OC[C@H]2O[C@@H](O[C@@H]3[C@@H](CO)O[C@H]([C@@H]([C@H]3O)NC(=O)C)O)[C@@H]([C@H]([C@H]2O)O)O)(C[C@@H]([C@H]1NC(=O)C)O)C(=O)O)O)O,9.394547179415708,PDBBIND,4bh3,False,Q5EP31|4bh3,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(3-mer),Q5EP31|4bh3
Q8GMG0,2rjr,O[C@H]([C@@H](C(=O)O)O)c1ccc(cc1)F,9.348495477555826,PDBBIND,2rjr,False,Q8GMG0|2rjr,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(295),Q8GMG0|2rjr
P10253,5nn4,SC[C@@H](C(=O)O)NC(=O)C,9.348495477555826,PDBBIND,5nn4,False,P10253|5nn4,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(SC2),P10253|5nn4
P15379,4mrf,[NH2+]1CCc2c(C1)cccc2,9.325469626625882,PDBBIND,4mrf,False,P15379|4mrf,training,,,,,,,,training,,,,training,,,,training,,,,protein,0.0,(2CK),P15379|4mrf
P00760,1tnj,[NH3+]CCc1ccccc1,9.302443775695943,PDBBIND,1tnj,False,P00760|1tnj,training,,,,,,,,training,,,,,,,,,,,,desalted,0.0,(PEA),P00760|1tnj
Q9R4E4,2gga,OC(=O)C[NH2+]CP(O)(O)O,9.302443775695943,PDBBIND,2gga,False,Q9R4E4|2gga,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(GPJ),Q9R4E4|2gga
P10538,1wdq,OC[C@H]1OC(=O)[C@@H]([C@H]([C@@H]1O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O,9.256392073836064,PDBBIND,1wdq,False,P10538|1wdq,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(MAL),P10538|1wdq
B8LFD6,3i3d,OC[C@H]1O[C@@H](SC(C)C)[C@@H]([C@H]([C@H]1O)O)O,9.233366222906124,PDBBIND,3i3d,False,B8LFD6|3i3d,training,,,,training,,,,training,,,,training,,,,training,,,,singlechain,0.0,(IPT),B8LFD6|3i3d
P00760,1gbt,O=Cc1ccc(cc1)NC(N)N,9.210340371976184,PDBBIND,1gbt,False,P00760|1gbt,training,,,,,,,,training,,,,,,,,,,,,desalted,0.0,(GBS),P00760|1gbt
P06820,1ing,OCC(=O)Nc1cc(ccc1NC(=O)C)C(=O)O,9.210340371976184,PDBBIND,1ing,False,P06820|1ing,training,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(ST5),P06820|1ing
O25776,2bmv,NC(c1ccccc1)N,9.210340371976184,PDBBIND,2bmv,False,O25776|2bmv,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(BEN),O25776|2bmv
P00811,2hds,OC(=O)c1ccc(cc1)NS(=O)(=O)C,9.210340371976184,PDBBIND,2hds,False,P00811|2hds,test,0,0.4,PDBBIND,training,,,,training,,,,training,,,,training,,,,protein,0.0,(4MB),P00811|2hds
Q9VHA0,2r58,C[NH+](CCCC[C@@H](C(=O)O)[NH3+])C,9.210340371976184,PDBBIND,2r58,False,Q9VHA0|2r58,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(MLY),Q9VHA0|2r58
P43619,3c2f,O[C@H]1[C@H](O[C@@H]([C@H]1O)COP(O)(O)O)OP(OP(O)(O)O)(O)O,9.210340371976184,PDBBIND,3c2f,False,P43619|3c2f,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(PRP),P43619|3c2f
Q9L5C8,3g2y,CCc1c(C)[nH]n(c1=O)c1nnn[nH]1,9.210340371976184,PDBBIND,3g2y,False,Q9L5C8|3g2y,training,,,,training,,,,validation,10,0.2,PDBBIND,validation,10,0.6,PDBBIND,validation,random,0.4,PDBBIND,protein,0.0,(GF4),Q9L5C8|3g2y
P00436,3pce,OC(=O)Cc1cccc(c1)O,9.210340371976184,PDBBIND,3pce,False,P00436|3pce,,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(3HP),P00436|3pce
P24182,3rv3,O[C@@H]1[C@@H](COP(OP(O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N,9.210340371976184,PDBBIND,3rv3,False,P24182|3rv3,training,,,,,,,,,,,,training,,,,,,,,desalted,0.0,(ADP),P24182|3rv3
Q15370,4awj,CNC(=O)[C@@H]1C[C@H](CN1C(=O)C)O,9.210340371976184,PDBBIND,4awj,False,Q15370|4awj,training,,,,training,,,,,,,,,,,,training,,,,desalted,0.0,(V6F),Q15370|4awj
A9LIE0,4ctk,Nc1csc2c1nccn2,9.210340371976184,PDBBIND,4ctk,False,A9LIE0|4ctk,training,,,,training,,,,training,,,,validation,0,0.6,PDBBIND,test,10,0.4,PDBBIND,protein,0.0,(SVN),A9LIE0|4ctk
P00811,4kz5,OC(=O)CNC(=O)c1c(C)onc1c1ccccc1Cl,9.210340371976184,PDBBIND,4kz5,False,P00811|4kz5,,,,,test,random,0.2,PDBBIND,training,,,,training,,,,training,,,,protein,0.0,(1U3),P00811|4kz5
Q6PL18,4qsu,C[C@H]1C=NC(=O)NC1=O,9.210340371976184,PDBBIND,4qsu,False,Q6PL18|4qsu,,,,,training,,,,,,,,training,,,,,,,,protein,0.0,(TDR),Q6PL18|4qsu
Q6PL18,4qsv,OC[C@H]1O[C@H](C[C@@H]1O)n1cc(C)c(=O)[nH]c1=O,9.210340371976184,PDBBIND,4qsv,False,Q6PL18|4qsv,,,,,training,,,,,,,,training,,,,,,,,protein,0.0,(THM),Q6PL18|4qsv
P52293,4u58,[NH3+]CCCC[C@@H](C(=O)N)NC(=O)c1ccc(cc1)c1cccnc1,9.210340371976184,PDBBIND,4u58,False,P52293|4u58,test,0,0.4,PDBBIND,,,,,training,,,,,,,,training,,,,protein,0.0,(3C6),P52293|4u58
P11838,4y4g,[NH3+][C@H](C(=O)O)CCONC(N)N,9.210340371976184,PDBBIND,4y4g,False,P11838|4y4g,training,,,,,,,,training,,,,validation,0,0.2,PDBBIND,,,,,protein,0.0,(GGB),P11838|4y4g
D0PY27,4ty8,Cc1ccc2c(c1)ccc(=O)o2,9.141262819186363,PDBBIND,4ty8,False,D0PY27|4ty8,training,,,,test,0,0.6,PDBBIND,,,,,training,,,,training,,,,protein,0.0,(3AV),D0PY27|4ty8
P27915,5ekx,Clc1cc(N)c(cc1C)N,9.141262819186363,PDBBIND,5ekx,False,P27915|5ekx,training,,,,,,,,training,,,,training,,,,training,,,,protein,0.0,(2CQ),P27915|5ekx
O43175,5nzq,Nc1cccc(c1)c1cnco1,9.141262819186363,PDBBIND,5nzq,False,O43175|5nzq,,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(5AO),O43175|5nzq
P25103,2ks9,[NH3+]CCCC[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)O)CCSC)CC(C)C)Cc1ccccc1)Cc1ccccc1)CCC(=O)N)CCC(=O)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)N)[NH3+],9.11823696825642,PDBBIND,2ks9,False,P25103|2ks9,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(11-mer),P25103|2ks9
P00690,1jfh,OC[C@H]1O[C@H](OC)[C@@H]([C@H]([C@@H]1S[C@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)SC)O)O,9.09521111732648,PDBBIND,1jfh,False,P00690|1jfh,training,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(MA2-MA3),P00690|1jfh
P00918,4e4a,OC(=O)c1ccccc1S,9.09521111732648,PDBBIND,4e4a,False,P00918|4e4a,training,,,,training,,,,training,,,,,,,,training,,,,desalted,0.0,(JKE),P00918|4e4a
D0PY27,4ty9,Nc1ccc(cn1)C(F)(F)F,9.09521111732648,PDBBIND,4ty9,False,D0PY27|4ty9,training,,,,test,0,0.2,PDBBIND,validation,10,0.4,PDBBIND,training,,,,training,,,,protein,0.0,(3B0),D0PY27|4ty9
P08709,4x8t,Clc1ccc2c(c1)C(=O)NCC2,9.09521111732648,PDBBIND,4x8t,False,P08709|4x8t,,,,,,,,,,,,,,,,,training,,,,desalted,0.0,(3Z8),P08709|4x8t
P27915,5eiw,Nc1ccc(cc1N)C(F)(F)F,9.09521111732648,PDBBIND,5eiw,False,P27915|5eiw,training,,,,,,,,training,,,,training,,,,training,,,,protein,0.0,(X0V),P27915|5eiw
P80561,1qq9,CSCC[C@H]([NH3+])C(=O)O,9.07218526639654,PDBBIND,1qq9,False,P80561|1qq9,training,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(MET),P80561|1qq9
P08661,1rdi,CO[C@@H]1O[C@@H](C)[C@H]([C@H]([C@@H]1O)O)O,9.07218526639654,PDBBIND,1rdi,False,P08661|1rdi,training,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(MFU),P08661|1rdi
O15389,2zg3,OC[C@H]([C@H]([C@@H]1O[C@H](C[C@@H]([C@H]1NC(=O)C)O)C(=O)O)O)O,9.07218526639654,PDBBIND,2zg3,False,O15389|2zg3,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(SIA),O15389|2zg3
P52293,4u54,C[NH2+]Cc1cccc(c1)c1cccnc1,9.07218526639654,PDBBIND,4u54,False,P52293|4u54,test,0,0.4,PDBBIND,,,,,training,,,,,,,,test,random,0.4,PDBBIND,protein,0.0,(3C5),P52293|4u54
Q72498,3ao4,Cn1nc(cc1N)c1ccc2c(c1)OCO2,9.0491594154666,PDBBIND,3ao4,False,Q72498|3ao4,training,,,,training,,,,training,,,,,,,,,,,,desalted,0.0,(833),Q72498|3ao4
O33877,4b0c,CCCCCSc1nnc[nH]1,9.0491594154666,PDBBIND,4b0c,False,O33877|4b0c,test,0,0.6,PDBBIND,training,,,,,,,,training,,,,,,,,protein,0.0,(C9H),O33877|4b0c
P00760,3rxp,[NH3+]Cc1nn(c(c1)C)C,9.026133564536659,PDBBIND,3rxp,False,P00760|3rxp,training,,,,,,,,test,random,0.6,PDBBIND,test,0,0.6,PDBBIND,,,,,desalted,0.0,(SW3),P00760|3rxp
Q0P9D1,5tyh,OC(=O)c1[nH]nc(c1)c1ccco1,9.026133564536659,PDBBIND,5tyh,False,Q0P9D1|5tyh,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(7O4),Q0P9D1|5tyh
Q9TZZ6,1njj,C[NH2+][C@@H]1[C@@H](O)[C@H](OC[C@]1(C)O)O[C@H]1[C@H]([NH3+])C[C@@H]([C@H]([C@@H]1O)O[C@H]1O[C@H]([C@@H](O)C)[C@H]([C@@H]([C@H]1[NH3+])O)O)[NH3+],8.980081862676778,PDBBIND,1njj,False,Q9TZZ6|1njj,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(GET),Q9TZZ6|1njj
O15389,2zg1,OC[C@H]([C@H]([C@@H]1O[C@](O)(C[C@@H]([C@H]1NC(=O)C)O)C(=O)O)O)O,8.980081862676778,PDBBIND,2zg1,False,O15389|2zg1,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(SIA),O15389|2zg1
P10968,4aml,CCCNC(=O)O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1NC(=O)C)O)O,8.980081862676778,PDBBIND,4aml,False,P10968|4aml,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(GYU),P10968|4aml
Q8QN58,4cs9,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1ncnc2N)COP(O)(O)O,8.980081862676778,PDBBIND,4cs9,False,Q8QN58|4cs9,training,,,,,,,,training,,,,training,,,,training,,,,desalted,0.0,(AMP),Q8QN58|4cs9
Q97VT7,3uf9,CCOP(=S)(Oc1ccc(cc1)[S@](O)C)OCC,8.957056011746838,PDBBIND,3uf9,False,Q97VT7|3uf9,training,,,,validation,10,0.6,PDBBIND,training,,,,training,,,,training,,,,desalted,0.0,(FST),Q97VT7|3uf9
Q24451,1qx1,OC[C@H]1OC[C@H]([C@H]([C@@H]1O)O)F,8.934030160816897,PDBBIND,1qx1,False,Q24451|1qx1,training,,,,,,,,training,,,,training,,,,training,,,,desalted,0.0,(FMF),Q24451|1qx1
Q93UV0,2w8w,OC[C@@H](C(=O)O)/N=C/c1c(cnc(c1O)C)COP(O)(O)O,8.934030160816897,PDBBIND,2w8w,False,Q93UV0|2w8w,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(PLS),Q93UV0|2w8w
P00811,3gv9,CC(=O)Nc1ccsc1C(=O)O,8.934030160816897,PDBBIND,3gv9,False,P00811|3gv9,,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(GV9),P00811|3gv9
P00489,1p2g,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]3[C@@H](CO)O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]3[C@@H](CO)O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]3[C@H](O[C@H](O[C@@H]4[C@H](O[C@H](O[C@@H]5[C@H](O[C@H](O[C@@H]6[C@H](O[C@H](O[C@H]1[C@@H]([C@H]2O)O)[C@H](O)[C@H]6O)CO)[C@H](O)[C@H]5O)CO)[C@H](O)[C@H]4O)CO)[C@@H]([C@H]3O)O)CO,8.911004309886957,PDBBIND,1p2g,False,P00489|1p2g,training,,,,training,,,,,,,,training,,,,training,,,,protein,0.0,(8-mer),P00489|1p2g
Q64822,1uxb,OC[C@H]([C@H]([C@@H]1O[C@@](C[C@@H]([C@H]1NC(=O)C)O)(O[C@@H]1[C@@H](O)[C@H](O)O[C@@H]([C@@H]1O)CO)C(=O)O)O)O,8.864952608027076,PDBBIND,1uxb,False,Q64822|1uxb,training,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(SIA-GAL),Q64822|1uxb
P00760,3rxg,O[C@@H]1CC[C@H](CC1)[NH3+],8.864952608027076,PDBBIND,3rxg,False,P00760|3rxg,validation,random,0.2,PDBBIND,,,,,training,,,,,,,,,,,,desalted,0.0,(SZ3),P00760|3rxg
O33877,4b0j,OCc1noc(c1)c1cccs1,8.864952608027076,PDBBIND,4b0j,False,O33877|4b0j,test,0,0.2,PDBBIND,training,,,,,,,,training,,,,,,,,protein,0.0,(3MQ),O33877|4b0j
P00918,4q90,Cc1ccnc(c1)S,8.864952608027076,PDBBIND,4q90,False,P00918|4q90,training,,,,training,,,,training,,,,,,,,training,,,,desalted,0.0,(4H2),P00918|4q90
P14210,5cs3,OCC[N@@H+]1CC[N@@H+](CC1)CCCS(O)(O)O,8.864952608027076,PDBBIND,5cs3,False,P14210|5cs3,validation,0,0.2,PDBBIND,training,,,,training,,,,training,,,,training,,,,protein,0.0,(EP1),P14210|5cs3
P95468,2ay9,OC(=O)CCCCc1ccccc1,8.841926757097134,PDBBIND,2ay9,False,P95468|2ay9,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(5PV),P95468|2ay9
P04789,4tim,OC[C@@H](C(=O)O)OP(O)(O)O,8.841926757097134,PDBBIND,4tim,False,P04789|4tim,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(2PG),P04789|4tim
Q92831,5fe6,O=C(N1CC[C@H](CC1)[NH3+])[C@@H]1C=C1,8.841926757097134,PDBBIND,5fe6,False,Q92831|5fe6,training,,,,training,,,,,,,,training,,,,training,,,,protein,0.0,(5WZ),Q92831|5fe6
P00811,3gqz,OC(=O)[C@@H]1CN(C(=O)C1)c1ccc(cc1)C(=O)C,8.818900906167196,PDBBIND,3gqz,False,P00811|3gqz,test,0,0.4,PDBBIND,training,,,,training,,,,training,,,,training,,,,protein,0.0,(GF7),P00811|3gqz
P11838,4y3j,Cn1cc(nc1)C[C@H]([NH3+])C(=O)O,8.818900906167196,PDBBIND,4y3j,False,P11838|4y3j,training,,,,,,,,training,,,,validation,0,0.4,PDBBIND,validation,10,0.4,PDBBIND,protein,0.0,(HIC),P11838|4y3j
P00489,3l7d,OC[C@H]1O[C@H](C[C@H]([C@@H]1O)F)n1ccc(nc1=O)NC(=O)c1ccccc1,8.795875055237254,PDBBIND,3l7d,False,P00489|3l7d,training,,,,training,,,,,,,,training,,,,validation,random,0.2,PDBBIND,protein,0.0,(DK5),P00489|3l7d
P12497,4ahr,OC(=O)CCc1ccc2c(c1)OCO2,8.772849204307315,PDBBIND,4ahr,False,P12497|4ahr,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(I2E),P12497|4ahr
P12497,4ahs,OC(=O)c1cccc2c1occ2,8.772849204307315,PDBBIND,4ahs,False,P12497|4ahs,training,,,,training,,,,validation,random,0.4,PDBBIND,training,,,,training,,,,protein,0.0,(AKH),P12497|4ahs
Q9STC1,4amx,OC[C@@]1(F)OC[C@@H]([C@H]([C@@H]1O)O)O,8.772849204307315,PDBBIND,4amx,False,Q9STC1|4amx,,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(5GF),Q9STC1|4amx
P31133,4jdf,N/C=C/CC[NH2+]CCC[NH3+],8.772849204307315,PDBBIND,4jdf,False,P31133|4jdf,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(SPD),P31133|4jdf
P15379,4mre,Nc1c(C)cccc1N,8.772849204307315,PDBBIND,4mre,False,P15379|4mre,training,,,,,,,,training,,,,training,,,,training,,,,protein,0.0,(2C9),P15379|4mre
O43175,5nzp,O=c1[nH]oc2c1cccc2,8.772849204307315,PDBBIND,5nzp,False,O43175|5nzp,test,10,0.2,PDBBIND,training,,,,training,,,,training,,,,training,,,,protein,0.0,(9EW),O43175|5nzp
Q54276,1w1v,NC(NCCC[C@@H]1NC(=O)[C@H]2N(C1=O)CCC2)N,8.749823353377373,PDBBIND,1w1v,False,Q54276|1w1v,training,,,,,,,,training,,,,,,,,training,,,,protein,0.0,(ALJ),Q54276|1w1v
Q79FD7,2vvo,O[C@H]1O[C@H](COP(O)(O)O)[C@H]([C@H]([C@H]1O)O)O,8.749823353377373,PDBBIND,2vvo,False,Q79FD7|2vvo,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(A6P),Q79FD7|2vvo
1432,AFKLSWIRJUJWKY-UHFFFAOYSA-N,OCc1cccc(c1)OCc1ccccc1,8.749823353377373,PDBBIND,4eh8,True,1432|AFKLSWIRJUJWKY-UHFFFAOYSA-N,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(0OP),1432|4eh8
P32156,1x8d,C[C@@H]1OC(=O)[C@@H]([C@@H]([C@H]1O)O)O,8.726797502447432,PDBBIND,1x8d,False,P32156|1x8d,validation,0,0.4,PDBBIND,training,,,,training,,,,training,,,,training,,,,protein,0.0,(RNS),P32156|1x8d
O04379,4g0z,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1[nH]c(N)[nH+]c2=O)COP(O)(O)O,8.726797502447432,PDBBIND,4g0z,False,O04379|4g0z,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(5GP),O04379|4g0z
P0A6K3,1icj,OCCOCCOCCOCCOCCOCCOCCOCCOCCO,8.703771651517492,PDBBIND,1icj,False,P0A6K3|1icj,training,,,,training,,,,training,,,,,,,,training,,,,desalted,0.0,(PGO),P0A6K3|1icj
P16932,1m0n,Oc1c(C)ncc(c1/C=N/C1(CCCC1)P(O)(O)O)COP(O)(O)O,8.703771651517492,PDBBIND,1m0n,False,P16932|1m0n,training,,,,training,,,,training,,,,training,,,,validation,random,0.2,PDBBIND,protein,0.0,(HCP),P16932|1m0n
P0A9E0,2aac,O[C@H]1[C@@H](C)O[C@H]([C@@H]([C@H]1O)O)O,8.703771651517492,PDBBIND,2aac,False,P0A9E0|2aac,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(FCB),P0A9E0|2aac
Q8NQ97,4aci,OC(=O)C(CC(=O)O)(CC(=O)O)O,8.703771651517492,PDBBIND,4aci,False,Q8NQ97|4aci,training,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(CIT),Q8NQ97|4aci
P01112,4uru,COc1ccc(cc1)S(=O)(=O)Nc1nccs1,8.703771651517492,PDBBIND,4uru,False,P01112|4uru,training,,,,,,,,,,,,training,,,,,,,,protein,0.0,(6W2),P01112|4uru
P01112,4ury,O=C([C@@H]1C=C1)NS(=O)(=O)c1ccc(cc1)N,8.703771651517492,PDBBIND,4ury,False,P01112|4ury,training,,,,validation,0,0.6,PDBBIND,test,0,0.6,PDBBIND,training,,,,,,,,protein,0.0,(RV1),P01112|4ury
P90498,4x11,OC[C@H]([C@H]([C@@H]1O[C@](O)(C[C@@H]([C@H]1NC(=O)C)O)C(=O)O)O)O,8.703771651517492,PDBBIND,4x11,False,P90498|4x11,training,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(SIA),P90498|4x11
23476,5hcl,CC(=O)N(C)C,8.703771651517492,PDBBIND,5hcl,False,23476|5hcl,training,,,,training,,,,training,,,,training,,,,,,,,protein,0.0,(5Y9),23476|5hcl
Q05320,5jqb,CC(Cc1ccc(cc1)[C@@H](C(=O)O)C)C,8.703771651517492,PDBBIND,5jqb,False,Q05320|5jqb,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(IBP),Q05320|5jqb
P06875,1ajp,OC(=O)Cc1cc(O)ccc1O,8.680745800587554,PDBBIND,1ajp,False,P06875|1ajp,training,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(OMD),P06875|1ajp
P52011,2igv,OC[C@@H](C(=O)N1CCC[C@H]1C(=O)O)[NH3+],8.680745800587554,PDBBIND,2igv,False,P52011|2igv,training,,,,training,,,,training,,,,validation,10,0.2,PDBBIND,training,,,,protein,0.0,(2-mer),P52011|2igv
Q72498,3ao5,Nc1cc(n(n1)C)c1cc(Br)c2c(c1)OCO2,8.680745800587554,PDBBIND,3ao5,False,Q72498|3ao5,training,,,,training,,,,training,,,,,,,,test,10,0.2,PDBBIND,desalted,0.0,(BBY),Q72498|3ao5
B8LFD6,3i3b,OC[C@H]1OC(=O)[C@@H]([C@H]([C@H]1O)O)O,8.680745800587554,PDBBIND,3i3b,False,B8LFD6|3i3b,training,,,,training,,,,training,,,,training,,,,training,,,,singlechain,0.0,(149),B8LFD6|3i3b
P08661,1rdl,OC[C@H]1O[C@H](O)[C@H]([C@H]([C@@H]1O)O)O,8.657719949657611,PDBBIND,1rdl,False,P08661|1rdl,training,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(MMA),P08661|1rdl
P95468,2ay8,OC(=O)CCCc1cccs1,8.657719949657611,PDBBIND,2ay8,False,P95468|2ay8,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(4TB),P95468|2ay8
P35247,2os9,O[C@@H]1[C@H](O)[C@H](O)[C@H]([C@@H]([C@H]1O)O)O,8.657719949657611,PDBBIND,2os9,False,P35247|2os9,training,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(INS),P35247|2os9
P63279,5f6v,Oc1ccccc1c1ccccc1O,8.657719949657611,PDBBIND,5f6v,False,P63279|5f6v,training,,,,training,,,,training,,,,,,,,training,,,,protein,0.0,(5VL),P63279|5f6v
P00800,5m9w,CC(C[C@@H](C(=O)O)NC(=O)CNP(CNC(=O)OCc1ccccc1)(O)O)C,8.657719949657611,PDBBIND,5m9w,False,P00800|5m9w,,,,,training,,,,,,,,training,,,,training,,,,desalted,0.0,(7GR),P00800|5m9w
O43175,5nzo,Cn1nc(cc1N)c1ccccc1,8.657719949657611,PDBBIND,5nzo,False,O43175|5nzo,,,,,training,,,,training,,,,test,random,0.4,PDBBIND,training,,,,protein,0.0,(9EZ),O43175|5nzo
P05618,1ukt,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O[C@H]1O[C@H](C)[C@H]([C@@H]([C@H]1O)O)[NH2+][C@H]1C=C(CO)[C@H]([C@@H]([C@H]1O)O)O)O)O,8.634694098727671,PDBBIND,1ukt,False,P05618|1ukt,training,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(4-mer),P05618|1ukt
P00634,1ew8,OC(=O)CP(O)(O)O,8.61166824779773,PDBBIND,1ew8,False,P00634|1ew8,,,,,training,,,,training,,,,,,,,training,,,,desalted,0.0,(PAE),P00634|1ew8
Q72498,3ao1,Oc1ccc2c(c1)OCO2,8.61166824779773,PDBBIND,3ao1,False,Q72498|3ao1,training,,,,training,,,,training,,,,test,10,0.2,PDBBIND,,,,,desalted,0.0,(BZX),Q72498|3ao1
1432,FENJYCPCZAMGTO-GXTWGEPZSA-N,O=C(N1C[C@@H]2C[C@H](C1)c1n(C2)c(=O)ccc1)c1ccc(cc1)C(F)(F)F,8.61166824779773,PDBBIND,4eh9,True,1432|FENJYCPCZAMGTO-GXTWGEPZSA-N,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(0OQ),1432|4eh9
P15379,4np2,Cc1[nH]cnc1C[N@H+]1CCc2c(C1)cccc2,8.61166824779773,PDBBIND,4np2,False,P15379|4np2,training,,,,,,,,training,,,,training,,,,training,,,,protein,0.0,(2L1),P15379|4np2
P55210,5v6u,CC(=O)c1ccccc1Sc1ccccc1C(=O)O,8.61166824779773,PDBBIND,5v6u,False,P55210|5v6u,validation,0,0.4,PDBBIND,training,,,,training,,,,validation,random,0.4,PDBBIND,training,,,,protein,0.0,(8YM),P55210|5v6u
P03437,1hge,OC[C@H]([C@H]([C@@H]1O[C@](OC)(C[C@@H]([C@H]1NC(=O)C)O)C(=O)O)O)O,8.58864239686779,PDBBIND,1hge,False,P03437|1hge,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(MNA),P03437|1hge
P00760,1uto,[NH3+]CCc1ccccc1,8.58864239686779,PDBBIND,1uto,False,P00760|1uto,training,,,,,,,,training,,,,,,,,,,,,desalted,0.0,(PEA),P00760|1uto
P12497,4ahu,OC(=O)c1c[nH]c2c1cccc2,8.58864239686779,PDBBIND,4ahu,False,P12497|4ahu,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(ICO),P12497|4ahu
Q2K340,4mfe,OCC(=O)C(=O)O,8.58864239686779,PDBBIND,4mfe,False,Q2K340|4mfe,training,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(3PY),Q2K340|4mfe
Q24451,1ps3,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H]([C@@H]2N1C(=O)C(=O)N2)O,8.56561654593785,PDBBIND,1ps3,False,Q24451|1ps3,training,,,,,,,,training,,,,training,,,,training,,,,desalted,0.0,(KIF),Q24451|1ps3
Q8GMG0,2rjs,COc1ccc(cc1)[C@H](C(C(=O)O)(F)F)[NH3+],8.56561654593785,PDBBIND,2rjs,False,Q8GMG0|2rjs,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(296),Q8GMG0|2rjs
